TARGET_B,TARGET_D6,TARGET_D12,TARGET_D18,TARGET_D24,CONTROL_NUMBER,MONTHS_SINCE_ORIGIN,NUMBER_OF_RESP,DONOR_AGE,IN_HOUSE,URBANICITY,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PEP_STAR,RECENT_STAR_STATUS,RECENCY_FREQ_STATUS,RECENT_CARD_RESPONSE_PROP,MONTHS_SINCE_LAST_PROM_RESP,LAST_GIFT_AMT,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT
0,0.0,0.0,0.0,0.0,16560,41,14,42.0,0,T,35.0,H,M,5.0,1,9.0,1375,501,93,1,0,A4,0.455,16.0,0.0,14,16,44
0,0.0,0.0,0.0,0.0,19920,41,13,42.0,0,C,27.0,U,F,5.0,1,6.0,718,319,80,1,1,S2,0.182,18.0,0.0,13,18,45
0,0.0,0.0,0.0,0.0,20631,65,12,42.0,0,T,40.0,H,F,3.0,1,9.0,615,311,81,1,0,A2,0.333,15.0,35.0,12,15,56
0,0.0,0.0,0.0,0.0,23506,97,11,42.0,0,S,13.0,H,M,7.0,1,8.0,938,462,91,0,0,A1,0.143,79.0,34.0,11,26,31
0,0.0,0.0,0.0,0.0,23506,40,11,42.0,0,S,13.0,H,M,7.0,1,8.0,938,462,91,0,0,A1,0.143,40.0,34.0,11,26,31
0,0.0,0.0,0.0,0.0,23740,24,11,42.0,0,T,39.0,H,M,5.0,1,2.0,696,352,73,1,0,A1,0.0,18.0,40.0,11,18,127
0,0.0,0.0,0.0,0.0,25027,137,11,42.0,0,R,43.0,H,M,3.0,1,4.0,482,239,73,1,1,S4,0.545,19.0,0.0,11,19,115
0,0.0,0.0,0.0,0.0,25221,89,15,42.0,0,C,24.0,H,M,5.0,0,8.0,1024,373,71,0,0,A1,0.0,18.0,100.0,15,18,87
0,0.0,0.0,0.0,0.0,26152,65,14,42.0,0,T,40.0,H,F,5.0,0,7.0,908,422,91,0,0,A2,0.2,65.0,60.0,14,17,57
0,0.0,0.0,0.0,0.0,27665,41,12,42.0,0,C,24.0,H,F,5.0,1,8.0,908,494,91,1,0,A1,0.1,19.0,25.0,12,19,44
0,0.0,0.0,0.0,0.0,28238,77,12,42.0,0,U,7.0,H,M,5.0,1,9.0,745,194,47,0,0,A3,0.222,19.0,25.0,12,19,69
0,0.0,0.0,0.0,0.0,28670,27,12,42.0,0,T,40.0,H,F,6.0,1,9.0,834,461,91,1,0,A4,0.375,20.0,0.0,12,20,32
0,0.0,0.0,0.0,0.0,29374,113,15,42.0,0,R,42.0,U,U,5.0,0,5.0,620,301,87,1,0,A1,0.1,19.0,53.0,15,19,103
0,0.0,0.0,0.0,0.0,29540,65,6,42.0,0,T,39.0,U,F,5.0,0,4.0,625,281,81,0,0,A1,0.125,19.0,0.0,6,19,65
0,0.0,0.0,0.0,0.0,32934,41,13,42.0,0,T,40.0,H,F,5.0,0,7.0,662,404,84,1,0,A2,0.375,19.0,0.0,13,19,45
0,0.0,0.0,0.0,0.0,32972,53,13,42.0,0,S,18.0,H,F,4.0,1,3.0,814,268,81,1,1,S4,0.444,24.0,0.0,13,18,52
0,0.0,0.0,0.0,0.0,34437,77,13,42.0,0,R,47.0,H,M,4.0,0,1.0,542,253,81,1,1,S4,0.2,15.0,100.0,13,15,67
0,0.0,0.0,0.0,0.0,35419,113,11,42.0,0,S,16.0,H,F,4.0,1,6.0,761,347,80,0,0,A1,0.143,17.0,0.0,11,17,104
0,0.0,0.0,0.0,0.0,35980,113,12,42.0,0,S,16.0,H,M,5.0,1,5.0,653,319,70,1,0,A4,0.5,17.0,0.0,12,17,101
0,0.0,0.0,0.0,0.0,36853,41,12,42.0,0,S,11.0,H,M,5.0,0,9.0,966,422,84,0,0,A3,0.333,21.0,0.0,12,21,35
0,0.0,0.0,0.0,0.0,36887,41,12,42.0,0,S,11.0,H,M,4.0,0,9.0,966,422,84,0,0,A2,0.222,18.0,58.0,12,18,36
0,0.0,0.0,0.0,0.0,37299,89,13,42.0,0,C,26.0,H,F,6.0,1,4.0,1171,272,58,0,0,A1,0.0,18.0,0.0,13,18,79
0,0.0,0.0,0.0,0.0,37422,53,13,42.0,0,U,2.0,H,M,5.0,0,9.0,1563,524,76,1,0,A1,0.182,22.0,0.0,13,22,52
0,0.0,0.0,0.0,0.0,38208,77,13,42.0,0,U,8.0,H,M,4.0,1,5.0,794,348,87,0,0,A3,0.111,18.0,63.16,13,18,76
0,0.0,0.0,0.0,0.0,38841,41,13,42.0,0,U,8.0,H,F,2.0,1,7.0,650,327,85,1,1,S4,0.3,16.0,133.0,13,15,44
0,0.0,0.0,0.0,0.0,39456,29,12,42.0,0,C,27.0,U,F,2.0,0,7.0,792,398,76,0,0,A1,0.0,19.0,0.0,12,19,32
0,0.0,0.0,0.0,0.0,40283,125,13,42.0,0,C,27.0,H,F,5.0,1,7.0,801,301,80,1,1,S2,0.091,18.0,50.0,13,18,124
0,0.0,0.0,0.0,0.0,41275,137,13,42.0,0,U,5.0,H,M,2.0,1,8.0,747,425,92,1,0,A4,0.111,19.0,0.0,13,19,113
0,0.0,0.0,0.0,0.0,41488,29,12,42.0,0,S,15.0,H,F,4.0,0,6.0,1892,398,27,0,0,A1,0.167,19.0,25.0,12,19,27
0,0.0,0.0,0.0,0.0,42958,29,12,42.0,0,C,23.0,U,M,2.0,1,4.0,1667,352,76,1,1,S3,0.333,15.0,0.0,12,15,32
0,0.0,0.0,0.0,0.0,46296,77,12,42.0,0,T,40.0,H,F,5.0,1,9.0,656,352,86,1,1,S3,0.273,20.0,60.0,12,20,75
0,0.0,0.0,0.0,0.0,46367,137,8,42.0,0,T,39.0,H,M,7.0,0,6.0,689,338,89,1,1,S4,0.143,18.0,32.0,8,18,129
0,0.0,0.0,0.0,0.0,48134,41,12,42.0,0,C,24.0,H,M,7.0,1,9.0,968,344,77,0,0,A2,0.222,18.0,0.0,12,18,44
0,0.0,0.0,0.0,0.0,51149,77,13,42.0,0,T,36.0,H,M,7.0,1,4.0,429,232,69,1,1,S3,0.333,19.0,0.0,13,19,75
0,0.0,0.0,0.0,0.0,51521,41,13,42.0,0,C,27.0,U,M,3.0,1,5.0,567,246,48,1,0,A2,0.182,18.0,0.0,13,18,45
0,0.0,0.0,0.0,0.0,51846,137,13,42.0,0,R,51.0,U,F,5.0,0,3.0,386,177,82,1,0,A1,0.091,19.0,80.0,13,19,130
0,0.0,0.0,0.0,0.0,52071,17,10,42.0,0,R,51.0,U,F,2.0,1,9.0,429,188,80,0,0,F1,0.333,17.0,43.5,10,21,21
0,0.0,0.0,0.0,0.0,52549,77,13,42.0,0,R,48.0,H,M,7.0,1,3.0,556,202,54,1,0,A1,0.091,16.0,36.0,13,16,77
0,0.0,0.0,0.0,0.0,52755,29,11,42.0,0,S,20.0,U,F,5.0,0,7.0,376,148,39,0,0,A1,0.167,17.0,35.0,11,17,32
0,0.0,0.0,0.0,0.0,54127,113,12,42.0,0,T,35.0,H,M,4.0,1,9.0,1076,498,92,1,0,A1,0.0,17.0,0.0,12,17,113
0,0.0,0.0,0.0,0.0,54897,77,14,42.0,0,S,14.0,U,U,5.0,1,9.0,1271,733,95,1,1,S3,0.364,17.0,0.0,14,17,69
0,0.0,0.0,0.0,0.0,56743,137,11,42.0,0,S,12.0,H,F,4.0,1,9.0,702,364,80,1,0,A1,0.0,137.0,0.0,11,16,128
0,0.0,0.0,0.0,0.0,57162,41,12,42.0,0,T,36.0,U,F,2.0,1,3.0,463,249,85,0,0,A3,0.125,23.0,20.0,12,18,41
0,0.0,0.0,0.0,0.0,57268,137,13,42.0,0,R,45.0,H,M,4.0,1,4.0,401,196,69,1,1,S3,0.0,15.0,40.0,13,15,123
0,0.0,0.0,0.0,0.0,58553,41,13,42.0,0,T,39.0,H,M,5.0,0,2.0,508,229,72,0,0,A1,0.1,21.0,0.0,13,21,45
0,0.0,0.0,0.0,0.0,60195,29,10,42.0,0,S,15.0,U,F,5.0,0,6.0,684,272,17,0,0,A1,0.2,18.0,0.0,10,18,28
0,0.0,0.0,0.0,0.0,61039,65,13,42.0,0,T,36.0,U,M,5.0,1,5.0,421,273,83,0,0,A2,0.1,15.0,0.0,13,15,63
0,0.0,0.0,0.0,0.0,63023,137,12,42.0,0,R,43.0,H,F,5.0,1,1.0,419,220,78,1,1,S3,0.3,16.0,35.0,12,16,129
0,0.0,0.0,0.0,0.0,65719,137,13,42.0,0,U,10.0,H,M,3.0,0,2.0,308,166,58,1,1,S2,0.091,19.0,100.0,13,18,126
0,0.0,0.0,0.0,0.0,65846,17,12,42.0,0,S,14.0,H,F,6.0,1,9.0,2003,909,98,0,0,F1,0.5,16.0,0.0,12,16,16
0,0.0,0.0,0.0,0.0,66393,65,12,42.0,0,T,40.0,H,M,6.0,1,6.0,605,369,86,1,1,S2,0.111,21.0,0.0,12,18,57
0,0.0,0.0,0.0,0.0,68715,82,12,42.0,0,S,12.0,U,M,4.0,0,9.0,1151,563,98,1,0,A2,0.1,15.0,208.0,12,15,57
0,0.0,0.0,0.0,0.0,68716,65,10,42.0,0,S,18.0,U,U,5.0,0,5.0,997,423,91,1,0,A1,0.0,27.0,0.0,10,27,56
0,0.0,0.0,0.0,0.0,68970,41,12,42.0,0,S,20.0,H,F,7.0,1,7.0,784,416,74,0,0,A1,0.143,19.0,95.55,12,19,45
0,0.0,0.0,0.0,0.0,69607,137,11,42.0,0,T,39.0,H,F,6.0,1,7.0,556,352,80,0,0,A1,0.125,18.0,10.0,11,18,113
0,0.0,0.0,0.0,0.0,70570,41,12,42.0,0,R,49.0,H,F,2.0,1,9.0,475,383,94,0,0,A2,0.25,17.0,0.0,12,17,35
0,0.0,0.0,0.0,0.0,71427,77,9,42.0,0,T,34.0,U,M,6.0,1,8.0,914,421,58,0,0,A1,0.0,26.0,0.0,9,26,77
0,0.0,0.0,0.0,0.0,71553,53,15,42.0,0,S,17.0,U,M,6.0,1,3.0,889,268,14,0,0,A3,0.143,19.0,57.0,15,18,53
0,0.0,0.0,0.0,0.0,71682,28,12,42.0,0,T,40.0,H,M,6.0,1,7.0,770,417,94,0,0,A1,0.125,16.0,30.0,12,16,76
0,0.0,0.0,0.0,0.0,75550,41,10,42.0,0,R,45.0,U,F,1.0,1,4.0,344,235,73,0,0,A1,0.167,23.0,0.0,10,23,44
0,0.0,0.0,0.0,0.0,76651,41,10,42.0,0,C,22.0,H,F,5.0,0,7.0,717,395,38,0,0,A1,0.0,15.0,227.0,10,15,41
0,0.0,0.0,0.0,0.0,77416,101,13,42.0,0,T,38.0,H,F,6.0,1,7.0,655,320,69,0,0,A1,0.182,65.0,35.0,13,22,93
0,0.0,0.0,0.0,0.0,77507,77,14,42.0,0,R,44.0,H,M,2.0,1,7.0,1003,358,88,1,1,S4,0.636,21.0,100.0,14,21,75
0,0.0,0.0,0.0,0.0,78316,113,13,42.0,0,U,8.0,H,F,3.0,0,2.0,508,270,65,1,0,A2,0.1,17.0,0.0,13,17,111
0,0.0,0.0,0.0,0.0,79399,137,13,42.0,0,R,49.0,U,M,3.0,1,4.0,487,298,69,1,0,A1,0.111,21.0,260.22,13,21,130
0,0.0,0.0,0.0,0.0,79733,137,14,42.0,0,R,51.0,H,M,5.0,1,1.0,293,231,81,1,1,S4,0.333,19.0,55.0,14,17,126
0,0.0,0.0,0.0,0.0,80094,89,13,42.0,0,S,18.0,H,M,5.0,1,5.0,718,445,95,1,0,A1,0.125,18.0,0.0,13,18,89
0,0.0,0.0,0.0,0.0,80216,137,14,42.0,0,R,45.0,H,M,2.0,1,9.0,515,221,87,1,1,S2,0.125,18.0,0.0,14,18,130
0,0.0,0.0,0.0,0.0,82998,113,10,42.0,0,S,18.0,U,F,5.0,0,6.0,833,381,90,0,0,A1,0.111,26.0,0.0,10,26,101
0,0.0,0.0,0.0,0.0,83102,41,12,42.0,0,S,12.0,H,F,5.0,1,9.0,1082,469,80,0,0,A1,0.222,23.0,0.0,12,23,41
0,0.0,0.0,0.0,0.0,83240,113,15,42.0,0,S,15.0,H,F,5.0,0,6.0,996,439,50,1,0,A1,0.091,79.0,0.0,15,22,113
0,0.0,0.0,0.0,0.0,84114,125,14,42.0,0,S,11.0,U,U,5.0,0,9.0,498,297,71,1,1,S3,0.273,16.0,0.0,14,16,125
0,0.0,0.0,0.0,0.0,84543,137,10,42.0,0,C,24.0,U,M,3.0,1,7.0,590,320,74,1,1,S3,0.333,21.0,0.0,10,21,105
0,0.0,0.0,0.0,0.0,84883,137,11,42.0,0,T,40.0,H,M,7.0,1,9.0,593,336,90,1,0,A1,0.0,16.0,0.0,11,16,128
0,0.0,0.0,0.0,0.0,84891,137,10,42.0,0,R,45.0,H,F,5.0,1,9.0,295,220,78,1,1,S4,0.3,18.0,70.0,10,18,121
0,0.0,0.0,0.0,0.0,84997,24,6,42.0,0,R,45.0,U,F,4.0,1,3.0,588,358,92,1,1,S2,0.375,24.0,25.44,6,24,100
0,0.0,0.0,0.0,0.0,85438,65,13,42.0,0,R,49.0,H,F,3.0,1,1.0,500,291,93,0,0,A1,0.0,20.0,114.0,13,20,58
0,0.0,0.0,0.0,0.0,86270,18,12,42.0,0,C,25.0,H,M,2.0,1,4.0,462,224,33,0,0,A1,0.125,18.0,35.0,12,15,88
0,0.0,0.0,0.0,0.0,88196,29,13,42.0,0,S,14.0,U,F,5.0,0,9.0,1906,622,97,0,0,N2,0.2,19.0,50.0,13,19,24
0,0.0,0.0,0.0,0.0,88627,137,11,42.0,0,S,13.0,H,M,4.0,1,8.0,1429,417,81,1,1,S4,0.375,16.0,70.0,11,16,129
0,0.0,0.0,0.0,0.0,88920,17,11,42.0,0,S,15.0,H,F,6.0,1,6.0,1364,451,47,0,0,F1,0.333,17.0,63.0,11,21,21
0,0.0,0.0,0.0,0.0,98459,137,14,42.0,0,R,45.0,H,F,4.0,0,3.0,413,269,77,1,0,A1,0.111,16.0,0.0,14,16,127
0,0.0,0.0,0.0,0.0,99685,113,11,42.0,0,S,18.0,H,M,6.0,1,9.0,734,419,83,1,1,S3,0.556,21.0,25.0,11,21,113
0,0.0,0.0,0.0,0.0,100445,287,12,42.0,0,S,20.0,U,U,2.0,0,6.0,858,303,59,1,0,A1,0.2,25.0,56.0,12,25,87
0,0.0,0.0,0.0,0.0,101155,29,13,42.0,0,T,35.0,H,F,4.0,1,9.0,1123,547,91,1,0,A4,0.5,16.0,0.0,13,15,29
0,0.0,0.0,0.0,0.0,101388,41,12,42.0,0,R,43.0,H,M,3.0,1,9.0,526,340,92,1,1,S4,0.6,21.0,0.0,12,21,41
0,0.0,0.0,0.0,0.0,102706,137,11,42.0,0,C,24.0,H,F,7.0,1,8.0,835,401,80,1,1,S3,0.7,21.0,0.0,11,21,130
0,0.0,0.0,0.0,0.0,102988,77,11,42.0,0,?,41.8,U,M,7.0,0,3.0,419,267,83,1,1,S4,0.5,16.0,50.0,11,16,69
0,0.0,0.0,0.0,0.0,104234,137,12,42.0,0,S,14.0,H,M,5.0,1,9.0,915,506,94,1,0,A1,0.1,19.0,0.0,12,19,119
0,0.0,0.0,0.0,0.0,104805,137,13,42.0,0,S,14.0,H,M,7.0,0,9.0,1935,907,97,1,1,S2,0.273,17.0,37.0,13,17,127
0,0.0,0.0,0.0,0.0,105445,89,13,42.0,0,R,51.0,H,M,5.0,1,1.0,98,155,67,0,0,A2,0.286,19.0,75.0,13,19,79
0,0.0,0.0,0.0,0.0,106139,137,9,42.0,0,R,53.0,U,M,1.0,0,4.0,263,224,74,0,0,A1,0.0,26.0,175.0,9,26,122
0,0.0,0.0,0.0,0.0,107938,113,7,42.0,0,U,8.0,H,U,5.0,1,6.0,604,307,88,1,0,A1,0.2,16.0,0.0,7,16,110
0,0.0,0.0,0.0,0.0,108102,41,12,42.0,0,S,18.0,H,F,6.0,1,9.0,589,292,78,0,0,A1,0.1,19.0,75.0,12,19,41
0,0.0,0.0,0.0,0.0,108364,17,12,42.0,0,U,9.0,U,F,1.0,1,9.0,0,0,0,0,0,F1,0.5,17.0,0.0,12,16,16
0,0.0,0.0,0.0,0.0,108457,137,12,42.0,0,S,15.0,U,M,5.0,0,6.0,682,323,12,1,0,A2,0.273,23.0,50.0,12,23,130
0,0.0,0.0,0.0,0.0,109548,41,10,42.0,0,R,43.0,H,F,2.0,1,5.0,544,272,88,1,0,A1,0.091,26.0,100.0,10,26,45
0,0.0,0.0,0.0,0.0,109858,89,11,42.0,0,S,13.0,H,F,5.0,1,7.0,772,369,96,1,0,A1,0.091,24.0,0.0,11,24,88
0,0.0,0.0,0.0,0.0,113354,137,12,42.0,0,S,16.0,U,F,4.0,1,5.0,466,332,84,1,0,A1,0.4,57.0,55.0,12,22,129
0,0.0,0.0,0.0,0.0,113354,137,12,42.0,0,S,16.0,U,F,4.0,1,5.0,466,332,84,1,0,A1,0.4,106.0,55.0,12,22,129
0,0.0,0.0,0.0,0.0,113733,26,10,42.0,0,C,28.0,H,F,3.0,1,6.0,493,244,73,0,0,A1,0.2,18.0,90.93,10,18,30
0,0.0,0.0,0.0,0.0,113871,29,11,42.0,0,R,45.0,U,U,2.0,0,9.0,311,167,77,0,0,N2,0.333,21.0,306.72,11,21,26
0,0.0,0.0,0.0,0.0,115528,65,12,42.0,0,T,35.0,H,M,5.0,1,8.0,1074,425,98,0,0,A1,0.0,21.0,0.0,12,16,63
0,0.0,0.0,0.0,0.0,115782,89,13,42.0,0,C,22.0,U,M,5.0,1,9.0,2912,771,51,0,0,A1,0.0,19.0,35.0,13,19,78
0,0.0,0.0,0.0,0.0,116329,53,14,42.0,0,S,14.0,U,M,5.0,1,9.0,2196,606,57,1,0,A4,0.375,53.0,0.0,14,18,53
0,0.0,0.0,0.0,0.0,116683,137,15,42.0,0,S,18.0,H,F,5.0,0,7.0,692,399,89,1,1,S3,0.364,16.0,0.0,15,16,129
0,0.0,0.0,0.0,0.0,116912,77,13,42.0,0,U,2.0,U,F,5.0,0,9.0,968,466,82,1,1,S3,0.333,17.0,119.98,13,17,69
0,0.0,0.0,0.0,0.0,117166,174,10,42.0,0,U,10.0,H,F,5.0,1,9.0,490,239,64,0,0,A1,0.0,19.0,25.0,10,19,32
0,0.0,0.0,0.0,0.0,120313,65,13,42.0,0,T,36.0,H,F,2.0,0,4.0,417,225,67,0,0,A1,0.125,44.0,0.0,13,17,64
0,0.0,0.0,0.0,0.0,120313,65,13,42.0,0,T,36.0,H,F,2.0,0,4.0,417,225,67,0,0,A1,0.125,65.0,0.0,13,17,64
0,0.0,0.0,0.0,0.0,122138,263,13,42.0,0,C,24.0,H,F,5.0,1,9.0,1217,808,94,0,0,A2,0.286,23.0,0.0,13,23,28
0,0.0,0.0,0.0,0.0,122194,29,12,42.0,0,C,24.0,H,M,7.0,0,9.0,720,222,6,0,0,A2,0.429,22.0,46.0,12,22,29
0,0.0,0.0,0.0,0.0,123750,53,13,42.0,0,T,38.0,U,U,5.0,0,7.0,0,0,0,1,1,S4,0.636,53.0,0.0,13,18,53
0,0.0,0.0,0.0,0.0,124902,137,13,42.0,0,S,18.0,U,F,5.0,0,6.0,659,335,66,1,0,A3,0.091,15.0,35.0,13,15,124
0,0.0,0.0,0.0,0.0,125208,29,14,42.0,0,U,10.0,U,F,3.0,1,9.0,407,183,53,1,0,N3,0.167,17.0,0.0,14,17,27
0,0.0,0.0,0.0,0.0,125506,89,11,42.0,0,U,10.0,H,F,5.0,0,9.0,384,161,71,0,0,A2,0.0,17.0,395.4,11,17,83
0,0.0,0.0,0.0,0.0,126945,89,14,42.0,0,T,35.0,H,M,4.0,1,1.0,783,319,81,0,0,A2,0.1,35.0,20.0,14,17,85
0,0.0,0.0,0.0,0.0,126945,89,14,42.0,0,T,35.0,H,M,4.0,1,1.0,783,319,81,0,0,A2,0.1,16.0,20.0,14,17,85
0,0.0,0.0,0.0,0.0,127514,137,11,42.0,0,S,14.0,H,F,6.0,1,9.0,927,601,85,1,0,A1,0.0,17.0,0.0,11,17,130
0,0.0,0.0,0.0,0.0,128234,53,14,42.0,0,S,12.0,H,F,7.0,1,9.0,669,448,81,1,0,A3,0.5,17.0,0.0,14,17,53
0,0.0,0.0,0.0,0.0,128435,30,10,42.0,0,C,27.0,H,M,5.0,0,7.0,1453,538,49,0,0,A1,0.25,17.0,38.0,10,17,80
0,0.0,0.0,0.0,0.0,128915,29,12,42.0,0,S,12.0,H,F,3.0,1,9.0,725,334,88,0,0,A2,0.286,18.0,53.0,12,18,29
0,0.0,0.0,0.0,0.0,129360,137,17,42.0,0,S,17.0,U,M,5.0,0,3.0,749,228,25,1,1,S4,0.545,16.0,10.0,17,15,122
0,0.0,0.0,0.0,0.0,130608,101,13,42.0,0,S,15.0,H,F,7.0,1,6.0,869,433,88,0,0,A2,0.0,19.0,30.0,13,18,96
0,0.0,0.0,0.0,0.0,131502,10,10,42.0,0,T,34.0,H,M,7.0,0,7.0,1693,519,67,0,0,A1,0.0,10.0,58.0,10,26,45
0,0.0,0.0,0.0,0.0,132499,41,12,42.0,0,R,42.0,U,M,5.0,0,7.0,5000,493,55,0,0,A3,0.25,15.0,79.0,12,15,44
0,0.0,0.0,0.0,0.0,133514,113,9,42.0,0,R,49.0,H,M,7.0,0,1.0,661,217,74,1,0,A1,0.125,24.0,0.0,9,24,105
0,0.0,0.0,0.0,0.0,138239,41,9,42.0,0,S,13.0,H,F,7.0,0,8.0,2026,655,97,0,0,A1,0.0,26.0,200.0,9,26,41
0,0.0,0.0,0.0,0.0,138724,116,12,42.0,0,R,44.0,U,M,5.0,0,8.0,568,272,51,0,0,A1,0.125,26.0,38.0,12,26,130
0,0.0,0.0,0.0,0.0,138733,230,11,42.0,0,R,49.0,U,F,4.0,0,4.0,619,264,36,1,0,A1,0.091,26.0,111.0,11,26,124
0,0.0,0.0,0.0,0.0,139363,17,13,42.0,0,C,22.0,H,M,5.0,1,7.0,782,222,57,0,0,F2,0.5,17.0,47.41,13,15,17
0,0.0,0.0,0.0,0.0,143698,2,10,42.0,0,S,13.0,U,F,5.0,0,9.0,4391,867,95,0,0,A1,0.25,2.0,100.0,10,23,68
0,0.0,0.0,0.0,0.0,143954,17,11,42.0,0,U,1.0,U,F,2.0,0,7.0,2813,357,40,0,0,F1,0.5,17.0,100.0,11,16,16
0,0.0,0.0,0.0,0.0,146472,29,8,42.0,0,U,8.0,H,M,2.0,1,9.0,1627,380,54,0,0,N1,0.25,21.0,30.0,8,23,23
0,0.0,0.0,0.0,0.0,146695,17,12,42.0,0,S,14.0,H,F,6.0,0,9.0,3909,870,97,0,0,F1,0.5,16.0,35.0,12,16,16
0,0.0,0.0,0.0,0.0,147785,59,13,42.0,0,S,11.0,U,F,3.0,0,9.0,4932,483,67,1,1,S2,0.091,25.0,0.0,13,17,65
0,0.0,0.0,0.0,0.0,148015,65,10,42.0,0,U,1.0,H,F,6.0,1,6.0,2000,391,35,1,0,A1,0.143,21.0,30.0,10,21,57
0,0.0,0.0,0.0,0.0,148249,17,11,42.0,0,U,6.0,H,F,6.0,1,8.0,2092,522,83,0,0,F1,0.0,16.0,41.96,11,16,16
0,0.0,0.0,0.0,0.0,151560,53,13,42.0,0,U,5.0,H,M,5.0,1,6.0,1504,465,87,1,0,A1,0.273,18.0,200.0,13,18,52
0,0.0,0.0,0.0,0.0,153129,17,10,42.0,0,U,10.0,H,M,4.0,1,9.0,1101,218,45,0,0,F1,0.5,16.0,0.0,10,16,16
0,0.0,0.0,0.0,0.0,154946,77,9,42.0,0,T,39.0,H,F,4.0,0,7.0,1005,340,87,0,0,A1,0.333,18.0,25.0,9,18,66
0,0.0,0.0,0.0,0.0,155516,46,11,42.0,0,C,30.0,H,M,4.0,1,7.0,893,402,60,0,0,N1,0.0,15.0,30.0,11,15,27
0,0.0,0.0,0.0,0.0,155972,29,12,42.0,0,C,24.0,H,M,3.0,0,9.0,2444,358,63,1,1,S3,0.556,20.0,0.0,12,20,32
0,0.0,0.0,0.0,0.0,157655,77,14,42.0,0,C,24.0,H,M,6.0,0,9.0,4206,789,89,0,0,A1,0.111,21.0,50.0,14,21,68
0,0.0,0.0,0.0,0.0,158609,17,10,42.0,0,S,11.0,H,M,5.0,1,9.0,3582,490,80,0,0,F1,0.5,17.0,0.0,10,18,18
0,0.0,0.0,0.0,0.0,160444,89,13,42.0,0,T,38.0,H,F,5.0,0,6.0,1537,214,39,1,0,A1,0.182,22.0,0.0,13,22,88
0,0.0,0.0,0.0,0.0,161189,41,13,42.0,0,T,40.0,H,M,6.0,0,9.0,1478,418,88,0,0,A1,0.0,18.0,106.0,13,23,31
0,0.0,0.0,0.0,0.0,161309,101,11,42.0,0,R,42.0,U,M,2.0,1,3.0,1601,329,74,0,0,A1,0.25,18.0,50.0,11,18,93
0,0.0,0.0,0.0,0.0,164372,77,14,42.0,0,S,15.0,H,M,6.0,0,7.0,1861,402,33,0,0,A3,0.273,16.0,0.0,14,16,69
0,0.0,0.0,0.0,0.0,165033,29,13,42.0,0,T,35.0,U,M,5.0,0,9.0,3207,705,93,0,0,A3,0.429,21.0,14.0,13,21,31
0,0.0,0.0,0.0,0.0,165830,53,10,42.0,0,C,24.0,H,F,6.0,0,9.0,3230,650,79,0,0,E1,0.0,15.0,35.0,10,15,50
